   2.2500000000000000        2.2500000000000000        2.2500000000000000        2.2500000000000000     
   2.2715742427889847        2.2715742427889847        2.2715742427889847        2.2715742427889847     
   2.2933553513343767        2.2933553513343767        2.2933553513343767        2.2933553513343767     
   2.3153453091793121        2.3153453091793121        2.3153453091793121        2.3153453091793121     
   2.3375461188862325        2.3375461188862325        2.3375461188862325        2.3375461188862325     
   2.3599598022192549        2.3599598022192549        2.3599598022192549        2.3599598022192549     
   2.3825884003282867        2.3825884003282867        2.3825884003282867        2.3825884003282867     
   2.4054339739349087        2.4054339739349087        2.4054339739349087        2.4054339739349087     
   2.4284986035200391        2.4284986035200391        2.4284986035200391        2.4284986035200391     
   2.4517843895133953        2.4517843895133953        2.4517843895133953        2.4517843895133953     
   2.4752934524847747        2.4752934524847747        2.4752934524847747        2.4752934524847747     
   2.4990279333371701        2.4990279333371701        2.4990279333371701        2.4990279333371701     
   2.5229899935017346        2.5229899935017346        2.5229899935017346        2.5229899935017346     
   2.5471818151346168        2.5471818151346168        2.5471818151346168        2.5471818151346168     
   2.5716056013156838        2.5716056013156838        2.5716056013156838        2.5716056013156838     
   2.5962635762491488        2.5962635762491488        2.5962635762491488        2.5962635762491488     
   2.6211579854661249        2.6211579854661249        2.6211579854661249        2.6211579854661249     
   2.6462910960291168        2.6462910960291168        2.6462910960291168        2.6462910960291168     
   2.6716651967384766        2.6716651967384766        2.6716651967384766        2.6716651967384766     
   2.6972825983408391        2.6972825983408391        2.6972825983408391        2.6972825983408391     
   2.7231456337395539        2.7231456337395539        2.7231456337395539        2.7231456337395539     
   2.7492566582071363        2.7492566582071363        2.7492566582071363        2.7492566582071363     
   2.7756180495997547        2.7756180495997547        2.7756180495997547        2.7756180495997547     
   2.8022322085737783        2.8022322085737783        2.8022322085737783        2.8022322085737783     
   2.8291015588043926        2.8291015588043926        2.8291015588043926        2.8291015588043926     
   2.8562285472063218        2.8562285472063218        2.8562285472063218        2.8562285472063218     
   2.8836156441566585        2.8836156441566585        2.8836156441566585        2.8836156441566585     
   2.9112653437198359        2.9112653437198359        2.9112653437198359        2.9112653437198359     
   2.9391801638747550        2.9391801638747550        2.9391801638747550        2.9391801638747550     
   2.9673626467440890        2.9673626467440890        2.9673626467440890        2.9673626467440890     
   2.9958153588257872        2.9958153588257872        2.9958153588257872        2.9958153588257872     
   3.0245408912267981        3.0245408912267981        3.0245408912267981        3.0245408912267981     
   3.0535418598990374        3.0535418598990374        3.0535418598990374        3.0535418598990374     
   3.0828209058776106        3.0828209058776106        3.0828209058776106        3.0828209058776106     
   3.1123806955213262        3.1123806955213262        3.1123806955213262        3.1123806955213262     
   3.1422239207555149        3.1422239207555149        3.1422239207555149        3.1422239207555149     
   3.1723532993171744        3.1723532993171744        3.1723532993171744        3.1723532993171744     
   3.2027715750024655        3.2027715750024655        3.2027715750024655        3.2027715750024655     
   3.2334815179165819        3.2334815179165819        3.2334815179165819        3.2334815179165819     
   3.2644859247260150        3.2644859247260150        3.2644859247260150        3.2644859247260150     
